lat,lon,pml_0,aal_0,pml_45,aal_45,pml_50,aal_50,pml_52,aal_52,ins_52,risk_52,pml_60,aal_60,ins_60,risk_60,pml_70,aal_70,ins_70,risk_70,pml_77,aal_77,ins_77,risk_77,gc_check
36.2,-92.2,0.21,0.01,0.12,0.01,0.09,0.01,0.07686781736899125,0.005897530851457067,0.614431,3.017024,0.0403830926099772,0.0030987026507655773,0.322796,1.585216,0.006097447151506458,0.0009995815002469604,0.048739,0.51136,0.0,0.00039983260009878417,0.0,0.204544,3.70872
36.2,-93.1,0.21,0.01,0.12,0.01,0.09,0.01,0.07666790106894186,0.006597237901629939,0.612833,3.374976,0.040283134459952505,0.0034985352508643615,0.321997,1.78976,0.006097447151506458,0.0009995815002469604,0.048739,0.51136,0.0,0.00039983260009878417,0.0,0.204544,3.69954
36.2,-94.0,0.24,0.01,0.14,0.01,0.11,0.01,0.08966246057215235,0.007596819401876899,0.716703,3.886336,0.04967920056227393,0.003998326000987842,0.397103,2.04544,0.010295689452543692,0.0012994559503210486,0.082297,0.664768,0.0,0.0004997907501234802,0.0,0.25568,4.56246
31.7,-109.3,0.1,0.0010995396502716565,0.06,0.0010995396502716565,0.05,0.0010995396502716565,0.035585101408791786,0.0010995396502716565,0.284444,0.562496,0.015293596953778493,0.0005997489001481761,0.122247,0.306816,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,1.40454
31.7,-110.2,0.17,0.0028987863507161852,0.1,0.0028987863507161852,0.08,0.0028987863507161852,0.06427309046587956,0.0028987863507161852,0.513757,1.482944,0.031186942807705165,0.0016992885504198327,0.249288,0.869312,0.001999163000493921,0.0005997489001481761,0.01598,0.306816,0.0,0.0002998744500740881,0.0,0.153408,2.86416
31.7,-111.1,0.22,0.01,0.13,0.0037984097009384496,0.1,0.0037984097009384496,0.08166580857017666,0.0037984097009384496,0.652783,1.943168,0.04388162786084156,0.002299037450568009,0.350761,1.176128,0.007696777551901595,0.0008996233502222644,0.061523,0.460224,0.0,0.00039983260009878417,0.0,0.204544,4.03002
31.7,-112.0,0.2,0.002498953750617401,0.11,0.002498953750617401,0.09,0.002498953750617401,0.07386907286825038,0.002498953750617401,0.590461,1.2784,0.038184013309433884,0.0014993722503704406,0.305218,0.76704,0.005097865651259498,0.0005997489001481761,0.040749,0.306816,0.0,0.00019991630004939209,0.0,0.102272,3.50676
32.6,-109.3,0.16,0.001999163000493921,0.09,0.001999163000493921,0.07,0.001999163000493921,0.05887535036454597,0.001999163000493921,0.470611,1.02272,0.02728857495674202,0.0011994978002963523,0.218127,0.613632,0.0002998744500740881,0.0004997907501234802,0.002397,0.25568,0.0,0.00019991630004939209,0.0,0.102272,2.50614
32.6,-110.2,0.24,0.01,0.14,0.01,0.11,0.01,0.0909619165224734,0.005197823801284194,0.72709,2.659072,0.05067878206252089,0.0033985771008396655,0.405093,1.738624,0.010695522052642476,0.0013994141003457446,0.085493,0.715904,0.0,0.0006997070501728723,0.0,0.357952,4.65426
32.6,-111.1,0.24,0.01,0.15,0.01,0.11,0.01,0.09156166542262158,0.004997907501234802,0.731884,2.5568,0.050878698362570286,0.0032986189508149694,0.406691,1.687488,0.010795480202667171,0.0013994141003457446,0.086292,0.715904,9.995815002469604e-05,0.0005997489001481761,0.000799,0.306816,4.67262
32.6,-112.0,0.24,0.002798828200691489,0.14,0.002798828200691489,0.11,0.002798828200691489,0.0909619165224734,0.002798828200691489,0.72709,1.431808,0.05057882391249619,0.0017992467004445288,0.404294,0.920448,0.010695522052642476,0.0006997070501728723,0.085493,0.357952,0.0,0.0002998744500740881,0.0,0.153408,4.64508
32.6,-112.9,0.16,0.0010995396502716565,0.09,0.0010995396502716565,0.07,0.0010995396502716565,0.05877539221452127,0.0010995396502716565,0.469812,0.562496,0.027188616806717324,0.0006997070501728723,0.217328,0.357952,0.0002998744500740881,0.0002998744500740881,0.002397,0.153408,0.0,9.995815002469604e-05,0.0,0.051136,2.49696
32.6,-113.8,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0
32.6,-114.7,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0
